,FAA,name,state,city
13102,XA10,Ponderosa Field,TX,Ponder
13103,45TE,Deussen Field,TX,Ponder
13104,7TS4,Hicks Airport,TX,Ponder
13105,6MN0,Sky Blue Airfield,MN,Ponsford
13106,2LL7,Adams Restricted Landing Area Number 2,IL,Pontiac
13107,70LL,Adams Restricted Landing Area Number 1,IL,Pontiac
13108,71LL,Riverode Farms Airport,IL,Pontiac
13109,IS66,Rhea Restricted Landing Area,IL,Pontoosuc
13110,3XA7,Eagle Rock Ranch Airport,TX,Pontotoc
13111,27XA,Arnett Landing Airport,TX,Poolville
13112,20CL,Mysterious Valley Airport,CA,Pope Valley
13113,MT38,Swank Airport,MT,Poplar
13114,PO1,Poplar Muni Airport,MT,Poplar
13115,MO67,Hayes Field,MO,Poplar Bluff
13116,MU88,Yarbro Field,MO,Poplar Bluff
13117,US-6203,Hall Aviation Airport,MO,Poplar Bluff
13118,MS88,Oreck Airport,MS,Poplarville
13119,2PA5,Johnson Airport,PA,Port Allegany
13120,LA46,Omni Airport,LA,Port Allen
13121,AK51,Wilder/Natwick LLC Airport,AK,Port Alsworth
13122,7WA0,Big Andy Airport,WA,Port Angeles
13123,WN21,Lawson Airpark,WA,Port Angeles
13124,29C,Grindstone Air Harbor Airport,MI,Port Austin
13125,US-5107,T & M Airfield,LA,Port Barre
13126,20FL,Lake Suzy Estates Airport,FL,Port Charlotte
13127,US-6263,Scottys Island Airstrip,AK,Port Heiden
13128,10XA,Sterling Airport,TX,Port Lavaca
13129,9TE4,Tanner's Airport,TX,Port Lavaca
13130,US-4347,La Salle Ranch Airport,TX,Port O'Connor
13131,H28,Whetstone International Airport,MT,Port of Del Bonita
13132,73WT,McGregor Airport,WA,Port Orchard
13133,8NJ0,Winchelsea Airport,NJ,Port Republic
13134,A51,Costin Airport,FL,Port St Joe
13135,FD24,Southern Fruit Groves Airport,FL,Port St. Lucie
13136,7LA1,Birdwin Airport,LA,Port Sulphur
13137,WA68,Sky Valley Airstrip,WA,Port Townsend
13138,WA42,Stacey's Airport,WA,Port Townsend
13139,9WN3,Ozaukee Airport,WI,Port Washington
13140,WS28,Coleman Airport,WI,Portage
13141,US-1707,Turner Farms Airport,IN,Portage
13142,3IN0,Flying M Airport,IN,Portage
13143,ME05,Allen St Peter Memorial Airport,ME,Portage
13144,PAOC,Portage Creek Airport,AK,Portage Creek
13145,3MO4,Penman Airport,MO,Portageville
13146,US-4522,Clark Airport,AZ,Portal
13147,25AZ,Mystery Well Ranch Airport,AZ,Portal
13148,8AZ5,Lizzy Lizard Airport,AZ,Portal
13149,PN84,Lake Arthur Field,PA,Portersville
13150,US-8077,ChrisAir Portland Airport,AR,Portland
13151,TE87,Magee Airport,TX,Portland
13152,5NA2,Largo Base Airport,ND,Portland
13153,6ND6,Fugleberg Farm Airport,ND,Portland
13154,US-4820,Cub Landing Center,MI,Posen
13155,US-7686,Cedar Haven Airport,MI,Posen
13156,7IN3,Garrett Field,IN,Poseyville
13157,US-1132,Seib Airport,IN,Poseyville
13158,42OR,Shotgun Ranch Airstrip,OR,Post
13159,US-8388,Upper Table Airport,OR,Post
13160,9TX6,Beggs Ranch Airport,TX,Post
13161,US-0735,WWD Farms Airport,TX,Post
13162,2TE7,Beach Ranch Airport,TX,Post
13163,Y16,Dale Delight Airport,IA,Postville
13164,OK59,Wolf Mountain Airport,OK,Poteau
13165,OL38,Bratton Airport,OK,Poteau
13166,XS47,Maurice Dauwe Farm Airport,TX,Poteet
13167,CA75,Reider Ranch Airport,CA,Potrero
13168,TE68,Nuggs Flying M Airport,TX,Pottsboro
13169,TS85,Diamond J Airport,TX,Pottsboro
13170,US-3250,Donna Field,TX,Pottsboro
13171,9TX7,Hitex Private Airport,TX,Pottsboro
13172,14PA,Dimascio Field,PA,Pottstown
13173,WS29,Tachick Field,WI,Pound
13174,10WI,Buds Landing Airport,WI,Pound
13175,US-4244,Poway Field Gliderport,CA,Poway
13176,US-4632,Badwater Airport,WY,Powder River
13177,US-0131,Powderly Airport,TX,Powderly
13178,TN94,Robertson Farm Airport,TN,Powell
13179,WY36,Bakers Field,WY,Powell
13180,WY15,Bunch Grass Intergalactic Airport,WY,Powell
13181,OR02,River Run Ranch Airport,OR,Powell Butte
13182,VA94,Plainview Airport,VA,Powhatan
13183,US-0123,Fighting Creek Farm Airport,VA,Powhatan
13184,US-3788,Saunders Field,VA,Powhatan
13185,XS91,Pickle Plantation Airport,TX,Poynor
13186,KO47,Prague Municipal Airport,OK,Prague
13187,2U0,Smith Prairie Airport,ID,Prairie
13188,97OR,Hi Country No 2 Airport,OR,Prairie City
13189,OR17,Oxbow Ranch Airport,OR,Prairie City
13190,19WI,Erickson Field,WI,Prairie Farm
13191,6WI0,Cub Acres Airport,WI,Prairie Farm
13192,US-2551,Bowen Field Ultralight Flightpark,MO,Prairie Hill
13193,0P1,Van Pak Airport,KS,Prairie View
13194,52IN,Higginbotham Field,IN,Prairieton
13195,LA42,Capozzoli Airport,LA,Prairieville
13196,US-8456,PK Field,LA,Prairieville
13197,US-7680,Billdee Airport,AL,Prattville
13198,XS51,Seeligson Ranch Airport,TX,Premont
13199,8TX8,Weeks Airport,TX,Premont
13200,2AR7,Head Airfield,AR,Prescott
13201,AZ46,Morgan Ranch Airstrip,AZ,Prescott
13202,US-9093,O RO Ranch Private Airport,AZ,Prescott
13203,K4F7,Kizer Field,AR,Prescott
13204,US-8122,Wanser Airport,WA,Prescott
13205,27WI,Tegeler Airport,WI,Prescott
13206,US-1159,STOL Airport,WI,Prescott
13207,AZ86,A C Goodwin Memorial Field Gliderport,AZ,Prescott Valley
13208,5P5,Presho Municipal Airport,SD,Presho
13209,US-3229,La Junta Airport,TX,Presidio
13210,KNJW,Joe Williams Naval Outlying Field,MS,Preston
13211,23MN,High Grove Airport,MN,Preston
13212,96ID,Flying H Ranch Airport,ID,Priest River
13213,ID61,Valenov Ranch Airport,ID,Priest River
13214,45ID,Fox Creek Airport,ID,Priest River
13215,61ID,Flying W Ranch Airport,ID,Priest River
13216,62MD,Sandy Point Airport,MD,Prince Frederick
13217,US-8421,Hunting Creek Farm Airport,MD,Prince Frederick
13218,5MD5,Arcadia Farms Airport,MD,Princess Anne
13219,48MD,Le Champ Airport,MD,Princess Anne
13220,7MO,Princeton-Kauffman Memorial Airport,MO,Princeton
13221,MN47,Cameron's Airport,MN,Princeton
13222,MN91,Reynolds Field,MN,Princeton
13223,US-0509,Pfau Airstrip,MN,Princeton
13224,8MN6,Minske Field,MN,Princeton
13225,US-1207,Bishman Private Airport,MN,Princeton
13226,US-7742,Silver Creek Meadow Airport,MN,Princeton
13227,NC72,Hinton Field,NC,Princeton
13228,OG53,Wildhorse Valley Airport,OR,Princeton
13229,34TA,JSI Airport,TX,Princeton
13230,US-4042,Hatter Creek Airport,ID,Princeton
13231,72LL,Foley Airport,IL,Princeton
13232,1WI3,Bed-Ah-Wick Field,WI,Princeton
13233,OG12,Wilson Ranch Airport,OR,Prineville
13234,OG21,Dry Creek Airpark,OR,Prineville
13235,6OR4,Tailwheel Airport,OR,Prineville
13236,US-0860,Sunrise Valley Ranch Lodge Airport,OR,Prineville
13237,US-1170,Agape Farm Airport,OR,Prineville
13238,US-2433,Hideaway Airport,OR,Prineville
13239,US-3391,Weston Ranch Ultralight Flightpark,OR,Prineville
13240,US-5185,Pearson Airstrip,OR,Prineville
13241,US-7879,Smith Airport,OR,Prineville
13242,MN92,Lennartson Airport,MN,Proctor
13243,US-8764,Shivers Airport,AR,Proctor
13244,US-8875,Peeples Field,AR,Proctor
13245,US-8876,Hillis Field,AR,Proctor
13246,US-7308,Cavage Personal Use Airport,PA,Prompton
13247,LL61,Doering's Port Airport,IL,Prophetstown
13248,PAPR,Prospect Creek Airport,AK,Prospect Creek
13249,47TA,Pleasure Field,TX,Prosper
13250,7WA7,Mc Whorter Ranch Airport,WA,Prosser
13251,NE38,Aknux Airport,NE,Prosser
13252,K8M9,Providence Webster County Airport,KY,Providence
13253,OK21,Longs Airport North Airport,OK,Pryor
13254,2MS7,Puff Airpark,MS,Puckett
13255,2CO5,Edenway Airport,CO,Pueblo
13256,46CO,Huerfano Agricultural Airport,CO,Pueblo
13257,80CO,Simonson Field,CO,Pueblo
13258,99CO,Rock Creek Airport,CO,Pueblo
13259,87CD,The Flying Z Airport,CO,Pueblo
13260,US-0902,LevAirport,TN,Pulaski
13261,64TN,Hallelujah Farm Airport,TN,Pulaski
13262,92C,Carter Airport,WI,Pulaski
13263,M86,Walle Field,MI,Pullman
13264,US-8885,Staley Airport,WA,Pullman
13265,35CO,Lone Tree Ranch Airport,CO,Punkin Center
13266,F13,Shell Creek Airpark,FL,Punta Gorda
13267,6FL3,Payson Ranch Airport,FL,Punta Gorda
13268,US-7172,Adana Airfield,FL,Punta Gorda
13269,US-8147,Null Farms Airport,PA,Punxsutawney
13270,83TA,Rainbow Field,TX,Purdon
13271,MU41,Ingram Private Airport,MO,Purdy
13272,01A,Purkeypile Airport,AK,Purkeypile
13273,33MS,Freedom Strip,MS,Purvis
13274,58OH,Rattlesnake Island Airport,OH,Put In Bay
13275,LL64,Ralph E. Daniels Airport,IL,Putnam
13276,LL65,Edgar Read Airport,IL,Putnam
13277,VT06,Santa's Airport,VT,Putney
13278,MD88,Links Airport,MD,Pylesville
13279,20K,Quail Creek Airport,AK,Quail Creek
13280,PA25,Cuatros Vientos Airport,PA,Quaker City
13281,13PN,Richland Acres Ultralightport,PA,Quakertown
13282,1PS9,Wicker & Wings Aerodrome,PA,Quakertown
13283,3NJ5,Mock Airport,NJ,Quakertown
13284,14PS,Hideaway Ultralightport,PA,Quarryville
13285,79PA,Little Britain Airport,PA,Quarryville
13286,5QC,Quartz Creek /Kougarok/ Airport,AK,Quartz Creek
13287,15MO,Applegate Airport,MO,Queen City
13288,93AK,The Queens Airport,AK,Queens
13289,13Q,Jewett Mesa Airport,NM,Quemado
13290,KN24,Questa Municipal Nr 2 Airport,NM,Questa
13291,WN00,Kimshan Ranch Airport,WA,Quilcene
13292,WA74,Quincy Flying Service Airport,WA,Quincy
13293,88IS,Blickhan Lndg Area Airport,IL,Quincy
13294,IS45,Mast Field,IL,Quincy
13295,1IN1,Shearer Airport,IN,Quincy
13296,1OH1,S and S Field,OH,Quincy
13297,49FD,Watson Farm Airport,FL,Quincy
13298,US-0885,Gove County Airport,KS,Quinter
13299,US-4487,Jamison Field,KS,Quinter
13300,US-3212,Henson Farms Airport,TX,Quitaque
13301,US-3214,Quitaque North Airstrip,TX,Quitaque
13302,US-7882,Hopkins Airport,MO,Qulin
13303,US-8131,Wright Lee Farms Airport,MO,Qulin
13304,4LA9,Blouin Flightpark Ultralightport,LA,Raceland
13305,US-4304,Naquin Field,LA,Raceland
13306,US-7477,Pierce Field,LA,Raceland
13307,2Y1,Drake Airport,IA,Radcliffe
13308,OH40,Eylesair Airport,OH,Radnor
13309,NR20,Raeford West Airport,NC,Raeford
13310,94NC,Viking Airport,NC,Raeford
13311,7LA3,Habetz Airport,LA,Ragley
13312,8FA1,Clark Field,FL,Raiford
13313,6CA6,Eagle Ridge Ranch Airport,CA,Railroad Flat
13314,TT12,Pastrana Ranch Airport,TX,Rainbow
13315,3WA0,Taylor Airport,WA,Rainier
13316,6AK,Rainy Pass Lodge Airport,AK,Rainy Pass
13317,3IA9,Rake Airport,IA,Rake
13318,US-5257,Ralls Airport,TX,Ralls
13319,NM56,Mystic Bluffs Airport,NM,Ramah
13320,US-1209,DCH Annex Ultralight Flightpark,OK,Ramona
13321,CA76,Flying T Ranch Airport,CA,Ramona
13322,09NR,Dakota Air Ranch Airport,NC,Ramseur
13323,IS24,Harris Airport,IL,Ramsey
13324,US-6705,Ranchita 2608 Airport,CA,Ranchita
13325,57CN,Van Vleck Airport,CA,Rancho Murieta
13326,3NJ6,Inductotherm Airport,NJ,Rancocas
13327,UT69,Pelican Lake Airport,UT,Randlett
13328,US-4681,Flat Rock Airport,UT,Randlett
13329,US-4682,Flat Rock Mesa Airport,UT,Randlett
13330,US-5373,Towave Reservoir Airstrip,UT,Randlett
13331,US-0796,Stoner Memorial Airport,OK,Randlett
13332,D85,Campbell Field,NY,Randolph
13333,5XS0,Tnt Ultralightport,TX,Randolph
13334,VT55,Brandon Airport,VT,Randolph
13335,1IA6,Aero-Lane Airport,IA,Randolph
13336,US-2468,Goler Heights Airstrip,CA,Randsburg
13337,US-2469,Holland Camp Airstrip,CA,Randsburg
13338,US-4017,Randsburg East Airport,CA,Randsburg
13339,US-4020,Ridgecrest Airstrip,CA,Randsburg
13340,US-4628,Aciero Farms Landing Field,CA,Randsburg
13341,49F,Rankin Airport,TX,Rankin
13342,28KS,Highland Farm Airport,KS,Rantoul
13343,US-8322,Dempsey Farm Airport,KS,Rantoul
13344,4SD4,Dan's Airport,SD,Rapid City
13345,56NE,Noble Field,NE,Ravenna
13346,US-0426,XWind Farm Airport,TX,Ravenna
13347,61OH,Jetway Airport,OH,Ravenna
13348,7E3,Mills Airport,OH,Ravenna
13349,OI32,Stoney's Airport,OH,Ravenna
13350,OK28,McDaniel Aviation Airport,OK,Ravia
13351,ND82,Y-Rock Airport,ND,Ray
13352,US-7315,Kunstman Airport,MI,Ray
13353,US-0871,Oakhaus Landing Airport,OH,Raymond
13354,0CL0,Yosemite Hidden Lake Ranch Airport,CA,Raymond
13355,4MS2,Dogwood Acres Airport,MS,Raymond
13356,1WI6,Aero Estates Airport,WI,Raymond Township
13357,US-6135,San Jose de los Llanitos Airport,TX,Raymondville
13358,US-7524,Scott Airport,TX,Raymondville
13359,12LS,Hains Airstrip,LA,Rayne
13360,7LA4,Gladney Airport,LA,Rayne
13361,LA30,Phoenix Airport,LA,Rayne
13362,US-6191,Roberts Cove Airport,LA,Rayne
13363,US-8015,Bulldog Flying Service Airport,LA,Rayville
13364,KM79,John H Hooks Jr Memorial Airport,LA,Rayville
13365,19NY,Four Seasons Airport,NY,Reading
13366,14TS,O S Wyatt Airport,TX,Realitos
13367,WA08,Zwainz Farms Airport,WA,Reardan
13368,K7M8,Rector Airport,AR,Rector
13369,MS55,Schloss Adlers Airport,MS,Red Banks
13370,US-2069,Seth's Freedom Field,CA,Red Bluff
13371,89IS,Voges Airstrip,IL,Red Bud
13372,91LS,Duclos RLA Restricted Landing Area,IL,Red Bud
13373,25CO,Crystal Lakes Airport,CO,Red Feather Lakes
13374,9NK4,Greig Farm Airport,NY,Red Hook
13375,19NC,Double S Airport,NC,Red Oak
13376,US-5977,Garrett Ranch Airport,TX,Red Rock
13377,9NR8,Buie Field,NC,Red Springs
13378,FA50,Wings-N-Wheels Airport,FL,Reddick
13379,CA53,Tews Field,CA,Redding
13380,1WI7,Buzzards Roost Airport,WI,Redgranite
13381,20WI,Harju Airport,WI,Redgranite
13382,3WI8,Plantation Pine Airport,WI,Redgranite
13383,20OR,Warner's Airport,OR,Redland
13384,AZ63,Twin Hawks Airpark,AZ,Redrock
13385,MS43,Whitaker Airport,MS,Redwood
13386,US-6826,Carris Health Redwood Falls Heliport,MN,Redwood Falls
13387,14ND,Hagen Private Airport,ND,Reeder
13388,42CN,Peg Field,CA,Reedley
13389,CA13,Reedley College Airport,CA,Reedley
13390,VA99,Federhart-Ophelia Airport,VA,Reedville
13391,99II,Cooper Field,IN,Reelsville
13392,K60D,Bauer Field,MI,Reese
13393,XS59,Mellon Ranch Airport,TX,Refugio
13394,US-1643,O'Connor TJ Field,TX,Refugio
13395,NA88,Regan Airstrip,ND,Regan
13396,6A5,Warf Airport,NC,Reidsville
13397,NC37,Mountain View Aerodrome,NC,Reidsville
13398,6VA0,Remo Private Airport,VA,Reidville
13399,52Y,Remer Municipal Airport,MN,Remer
13400,VG07,Rular Airport,VA,Remington
13401,29VA,Rhynalds Ranch Airport,VA,Remington
13402,II26,Ashby Airport,IN,Remington
13403,NY57,Remsen City Airport,NY,Remsen
13404,PN14,Misty Hill Farm Airport,PA,Ren Frew
13405,NV09,H Bar H Airport,NV,Reno
13406,US-3230,Freedomfox Strip,NV,Reno
13407,77NV,Flying Eagle Airport,NV,Reno
13408,US-5403,Nefas Airport,NV,Reno
13409,US-5404,Williams Airport,NV,Reno
13410,US-5609,Winnemucca Ranch Airport,NV,Reno
13411,4IN8,Culp Farms Airport,IN,Rensselaer
13412,II65,Gilmore Airport,IN,Rensselaer
13413,1MU0,Medcalf Field,MO,Republic
13414,0NM7,Negrito Airstrip,NM,Reserve
13415,KT16,Reserve Airport,NM,Reserve
13416,US-4851,Rainy Mesa Airstrip,NM,Reserve
13417,OL44,Porter Airport,OK,Retrop
13418,TX47,Sandy Creek Ranch Airfield,TX,Revenna
13419,23PA,Cedar Acres Private Group Airport,PA,Revere
13420,SD94,Lundin Airport,SD,Revillo
13421,NA01,Jenson Airport,ND,Reynolds
13422,NA22,Vernon Miller Private Airport,ND,Rhame
13423,US-9335,Barron Airport,GA,Rhine
13424,US-9336,Myers Airport,GA,Rhine
13425,US-9337,China Hill Airport,GA,Rhine
13426,WI42,Pine Grove Airport,WI,Rhinelander
13427,WS78,River Valley Airport,WI,Rhinelander
13428,VG12,Simpsonville Airport,VA,Rhoadesville
13429,T76,Rhome Meadows Airport,TX,Rhome
13430,TA02,Howard Field,TX,Rhome
13431,7TS0,Fairview Airport,TX,Rhome
13432,82WN,Magee Creek Aerodrome,WA,Rice
13433,US-0722,T & C Acres Airport,NY,Richard Springs
13434,4E8,Richardton Airport,ND,Richardton
13435,7U8,Richey Airport,MT,Richey
13436,OI45,Shootz Field,OH,Richfield
13437,PN71,Jansen Vineyards Airport,PA,Richfield
13438,NY68,Richfield Airport,NY,Richfield Springs
13439,1NY3,Richland Airpark,NY,Richland
13440,05GA,Raju Airport,GA,Richland
13441,KMO1,Richland Municipal Airport,MO,Richland
13442,US-0510,Springhill Field Airport,WI,Richland Center
13443,XS61,Deep Creek Ranch Airport,TX,Richland Springs
13444,0VA7,Flatrock Air Strip,VA,Richmond
13445,4VA3,Flying W Airport,VA,Richmond
13446,4VA8,Christian's Airport,VA,Richmond
13447,80VA,Holly Springs Airport,VA,Richmond
13448,8MO3,Curtis Field,MO,Richmond
13449,US-0870,Dorton Airport,MO,Richmond
13450,MI99,Robertson Field,MI,Richmond
13451,KM80,Scott Airport,LA,Richmond
13452,IN47,White Airport,IN,Richmond
13453,1KS1,Cochran Airport,KS,Richmond
13454,12II,Pentecost Airport,IN,Richmond
13455,1KY7,Jordan Hill Farm Airport,KY,Richmond
13456,KM59,Richton Perry County Airport,MS,Richton
13457,07CL,Richvale Airport,CA,Richvale
13458,MY60,Hagen Airport,MN,Richville
13459,K3I4,Richwood Municipal Airport,WV,Richwood
13460,3MD9,Chandler Airport,MD,Ridge
13461,0CL8,Tera Ultralightport,CA,Ridgecrest
13462,US-6209,Wynnburg Airport,TN,Ridgely
13463,US-8864,Ridgely Airport,TN,Ridgely
13464,1MU2,Smitty's Landing Airport,MO,Ridgely
13465,US-6919,West Mackey Lake Airport,AK,Ridgeway
13466,US-6920,Dolly Varden Airport,AK,Ridgeway
13467,US-6921,East Mackeys Lake Airport,AK,Ridgeway
13468,VA02,Pace Airport,VA,Ridgeway
13469,XA15,"Holict ""Private"" Airport",TX,Riesel
13470,US-8501,Tract C-A-84 Mesa Airport,CO,Rifle
13471,US-0830,Big Bar USFS Airport,ID,Riggins
13472,US-4044,Elk Meadows Airport,ID,Riggins
13473,1KS3,Leo's Place Airport,KS,Riley
13474,US-0100,Loggy Bayou Plantation Airport,LA,Ringgold
13475,GA03,Wilson Airport,GA,Ringgold
13476,US-0637,Peltz Field,IA,Ringsted
13477,4WI1,Bancroft East Airport,WI,Rio
13478,7WI2,Higgins Airport,WI,Rio
13479,94C,Gilbert Field,WI,Rio
13480,US-2537,Saddle Mountain Airport,TX,Rio Frio
13481,US-3427,Ranchos Las Islas Airport,TX,Rio Grande City
13482,XS64,Farm Services Inc Airport,TX,Rio Hondo
13483,CA16,Holtsmans Airport,CA,Rio Linda
13484,US-0032,Grand Valley Lands Airport,TX,Rio Vista
13485,3TX6,Lowell Smith Jr Airport,TX,Rio Vista
13486,TE47,Cross Wind Acres Airport,TX,Rio Vista
13487,TN36,Flying I Ranch Airport,TN,Ripley
13488,WI67,Bennett Field,WI,Ripon
13489,WS46,J & L Aviation Airport,WI,Ripon
13490,US-4193,Hamilton Triple C Farms Airport,ID,Ririe
13491,US-8330,7N Ranch Airport,ID,Ririe
13492,3GE4,Fox Mountain Airport,GA,Rising Fawn
13493,US-6671,Star Field,TX,Rising Star
13494,US-2037,Herbs Field,IN,Rising Sun
13495,US-5649,Scudder Field,IN,Rising Sun
13496,US-6620,Schrag Airport,WA,Ritzville
13497,US-6621,Franz Ranch Airport,WA,Ritzville
13498,US-6754,Skydive West Plains Airport,WA,Ritzville
13499,8WA5,Tree Heart Ranch Airport,WA,Ritzville
13500,2FL8,Tiger Lake Airport,FL,River Ranch
13501,US-5766,Hughes Ag Airport,CA,Riverdale
13502,37N,Garrison Dam Recreational Airpark,ND,Riverdale
13503,03NY,Talmage Field,NY,Riverhead
13504,8IA8,Pfeifer Field,IA,Riverside
13505,8MD6,Burgess Field,MD,Riverside
13506,91IS,Stanton Airport,IL,Riverton
13507,4VA9,Pleasantdale Field,VA,Rixeyville
13508,IN45,4 Winds Aerodrome,IN,Roachdale
13509,86IS,Michael Pfister Airport,IL,Roanoke
13510,2IN2,Gerig's Field,IN,Roanoke
13511,44II,The Wolf Den Airport,IN,Roanoke
13512,60IN,Fisher Farm Airport,IN,Roanoke
13513,8IS2,Kilsoquah Farm Airport,IN,Roanoke
13514,AL25,Spratling Field,AL,Roba
13515,US-5774,Sweetser Dusters Airport,CA,Robbins
13516,US-5600,Roberts Airport,ID,Robert
13517,LS92,Koenig Airpark,LA,Robert
13518,K54F,Robert Lee Airport,TX,Robert Lee
13519,0GA9,Roberta Industrial Park Airport,GA,Roberta
13520,16MT,Bangart Field,MT,Roberts
13521,WS41,Rusmar Farms Airport,WI,Roberts
13522,ND54,Whitman Field,ND,Robinson
13523,XA51,Smith Airport,TX,Robinson
13524,XS66,Rabb Dusting Inc Airport,TX,Robstown
13525,TE62,High Man Tower Airstrip,TX,Robstown
13526,44XA,HFS Airport,TX,Robstown
13527,NE79,Mueller Field,NE,Roca
13528,NE80,Chambers Airfield,NE,Roca
13529,02MS,Watts Field,MS,Rochdale
13530,75IS,Reinke Airport,IL,Rochelle
13531,LL74,Maple Hurst Farms Airport,IL,Rochelle
13532,8LL3,Hundley Airport,IL,Rochester
13533,8W9,R & K Skyranch Airport,WA,Rochester
13534,US-4578,Naked Acres Airport,NY,Rochester
13535,2MN8,Trygstad Airport,MN,Rochester
13536,MI00,Van Effen Field,MI,Rock
13537,IS93,Sue Rock International Airport,IL,Rock City
13538,LL75,Chester Wyss Airport,IL,Rock City
13539,LL91,Hillman Airport,IL,Rock City
13540,OA07,Hemlock Field,OH,Rock Creek
13541,0IS3,Cady Aerial Restricted Landing Area,IL,Rock Falls
13542,73MD,Swan Creek Airport,MD,Rock Hall
13543,US-3723,Rock Hill LZ Airport,FL,Rock Hill
13544,SC67,Falls Landing,SC,Rock Hill
13545,49AZ,Rock Point Airport,AZ,Rock Point
13546,WY41,Red Creek Ranch Airport,WY,Rock Springs
13547,0WS7,Rockdale Airport,WI,Rockdale
13548,US-1003,Allens Airport,NC,Rockfish
13549,35C,Wells Airport,MI,Rockford
13550,1C8,Cottonwood Airport,IL,Rockford
13551,LL78,LZ Fairwinds Airport,IL,Rockford
13552,LL79,Severson Airport,IL,Rockford
13553,LL80,Darrington Airport,IL,Rockford
13554,LL81,Latham Park Aero Estates Airport,IL,Rockford
13555,XS67,San Jose Island Airport,TX,Rockport
13556,US-0649,Martin Ranch Airport,TX,Rocksprings
13557,US-2211,Nelda Mayfield Ranch Airport,TX,Rocksprings
13558,US-2276,Mafrige Ranch Inc Airport,TX,Rocksprings
13559,US-4454,BHRB Ranch Airport,TX,Rocksprings
13560,3TA0,Four Square Ranch Airport,TX,Rocksprings
13561,8TX2,Freeman Ranch Airport,TX,Rocksprings
13562,US-4970,Trinidad Ranch Airport,TX,Rocksprings
13563,US-5925,Tobin Ranch Airport,TX,Rocksprings
13564,US-5933,White Mountain Airport,TX,Rocksprings
13565,TT87,Agua Nada Ranch Airport,TX,Rocksprings
13566,US-9085,Harrison Ranch Airport,TX,Rocksprings
13567,US-9228,Black Stump Draw Airport,TX,Rocksprings
13568,LL87,Compass Rose Airport,IL,Rockton
13569,LL88,Harry D Fenton Airport,IL,Rockton
13570,LL89,Blackhawk Farms Inc Airport,IL,Rockton
13571,02TN,Ellis Field,TN,Rockvale
13572,2MO4,Breckenridge Airport,MO,Rockville
13573,IN46,Butler Field,IN,Rockville
13574,T48,Poetry Flying Ranch Airport,TX,Rockwall
13575,IA33,Dad's Field,IA,Rockwell
13576,13ME,Socatean Bay Airport,ME,Rockwood
13577,ME22,Avery Field,ME,Rockwood
13578,0GE9,Pegasus Ranch Airport,GA,Rocky Ford
13579,09CO,Cottonwood Field,CO,Rocky Ford
13580,1CO5,Melon Field,CO,Rocky Ford
13581,0VA4,Worley Field,VA,Rocky Mount
13582,VG40,Woody Field Airport,VA,Rocky Mount
13583,VG53,Venning's Landing Airport,VA,Rocky Mount
13584,VG58,Abbott Airport,VA,Rocky Mount
13585,50AZ,Rocky Ridge Airport,AZ,Rocky Ridge
13586,NM70,Rodeo Airport,NM,Rodeo
13587,NM90,Amigos Del Cielo Airport,NM,Rodeo
13588,US-2663,Painted Pony Airport,NM,Rodeo
13589,US-2665,Many Wells Landing Strip,NM,Rodeo
13590,4M8,Clarendon Municipal Airport,AR,Roe
13591,AR11,Ozark Aerodrome,AR,Rogers
13592,KPZQ,Presque Isle County Airport,MI,Rogers City
13593,MO2,Flying Bar H Ranch Airport,MO,Rogersville
13594,MO31,Malina Airport,MO,Rogersville
13595,US-1013,Bill Lee Memorial Airport,MO,Rogersville
13596,US-8460,Elk Haven Airport,AL,Rogersville
